toponym,date,category_id,area_percentage,category,color
Péhunco,1990_10_01,n002,15.7142857142857,F Severely Dry,#FF0000FF
Kérou,1990_10_01,n002,18.1102362204724,F Severely Dry,#FF0000FF
Banikoara,1990_10_01,n002,1.36986301369863,F Severely Dry,#FF0000FF
Diapaga,1990_10_01,n002,2.23880597014925,F Severely Dry,#FF0000FF
Tansarga,1990_10_01,n002,5.88235294117647,F Severely Dry,#FF0000FF
Bottou,1990_10_01,n002,26.2295081967213,F Severely Dry,#FF0000FF
Parc W,1990_10_01,n002,6.94444444444444,F Severely Dry,#FF0000FF
Tamou,1990_10_01,n002,3.03030303030303,F Severely Dry,#FF0000FF
Kirtachi,1990_10_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1990_10_01,n002,2.5,F Severely Dry,#FF0000FF
Karimama,1990_10_01,n002,3.06122448979592,F Severely Dry,#FF0000FF
Kouandé,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1990_11_01,n002,2.36220472440945,F Severely Dry,#FF0000FF
Banikoara,1990_11_01,n002,0.684931506849315,F Severely Dry,#FF0000FF
Diapaga,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1990_11_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1990_12_01,n002,0.746268656716418,F Severely Dry,#FF0000FF
Tansarga,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1990_12_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_01_01,n002,3.1496062992126,F Severely Dry,#FF0000FF
Banikoara,1991_01_01,n002,0.684931506849315,F Severely Dry,#FF0000FF
Diapaga,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_01_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_02_01,n002,7.46268656716418,F Severely Dry,#FF0000FF
Tansarga,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_02_01,n002,4.91803278688525,F Severely Dry,#FF0000FF
Parc W,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_02_01,n002,2.02020202020202,F Severely Dry,#FF0000FF
Kirtachi,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_02_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_03_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_04_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_05_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_06_01,n002,11.7647058823529,F Severely Dry,#FF0000FF
Bottou,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_06_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_07_01,n002,0.746268656716418,F Severely Dry,#FF0000FF
Tansarga,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_07_01,n002,1.63934426229508,F Severely Dry,#FF0000FF
Parc W,1991_07_01,n002,1.38888888888889,F Severely Dry,#FF0000FF
Tamou,1991_07_01,n002,10.1010101010101,F Severely Dry,#FF0000FF
Kirtachi,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_07_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_07_01,n002,3.57142857142857,F Severely Dry,#FF0000FF
Kouandé,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_08_01,n002,15.6716417910448,F Severely Dry,#FF0000FF
Tansarga,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_08_01,n002,11.4754098360656,F Severely Dry,#FF0000FF
Parc W,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_08_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_08_01,n002,1.02040816326531,F Severely Dry,#FF0000FF
Kouandé,1991_09_01,n002,29.9065420560748,F Severely Dry,#FF0000FF
Péhunco,1991_09_01,n002,34.2857142857143,F Severely Dry,#FF0000FF
Kérou,1991_09_01,n002,3.93700787401575,F Severely Dry,#FF0000FF
Banikoara,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_09_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_10_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_11_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_11_01,n002,0.510204081632653,F Severely Dry,#FF0000FF
Kouandé,1991_12_01,n002,1.86915887850467,F Severely Dry,#FF0000FF
Péhunco,1991_12_01,n002,2.85714285714286,F Severely Dry,#FF0000FF
Kérou,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1991_12_01,n002,4.47761194029851,F Severely Dry,#FF0000FF
Tansarga,1991_12_01,n002,5.88235294117647,F Severely Dry,#FF0000FF
Bottou,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1991_12_01,n002,1.38888888888889,F Severely Dry,#FF0000FF
Tamou,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1991_12_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_01_01,n002,0.78740157480315,F Severely Dry,#FF0000FF
Banikoara,1992_01_01,n002,2.05479452054794,F Severely Dry,#FF0000FF
Diapaga,1992_01_01,n002,0.746268656716418,F Severely Dry,#FF0000FF
Tansarga,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_01_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_02_01,n002,11.0236220472441,F Severely Dry,#FF0000FF
Banikoara,1992_02_01,n002,2.73972602739726,F Severely Dry,#FF0000FF
Diapaga,1992_02_01,n002,0.746268656716418,F Severely Dry,#FF0000FF
Tansarga,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_02_01,n002,1.38888888888889,F Severely Dry,#FF0000FF
Tamou,1992_02_01,n002,3.03030303030303,F Severely Dry,#FF0000FF
Kirtachi,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_02_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_03_01,n002,3.73831775700935,F Severely Dry,#FF0000FF
Péhunco,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_03_01,n002,6.2992125984252,F Severely Dry,#FF0000FF
Banikoara,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_03_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_03_01,n002,0.510204081632653,F Severely Dry,#FF0000FF
Kouandé,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_04_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_05_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_06_01,n002,1.86915887850467,F Severely Dry,#FF0000FF
Péhunco,1992_06_01,n002,31.4285714285714,F Severely Dry,#FF0000FF
Kérou,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_06_01,n002,0.684931506849315,F Severely Dry,#FF0000FF
Diapaga,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_06_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_07_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_08_01,n002,0.78740157480315,F Severely Dry,#FF0000FF
Banikoara,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_08_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_09_01,n002,23.3644859813084,F Severely Dry,#FF0000FF
Péhunco,1992_09_01,n002,25.7142857142857,F Severely Dry,#FF0000FF
Kérou,1992_09_01,n002,27.5590551181102,F Severely Dry,#FF0000FF
Banikoara,1992_09_01,n002,16.4383561643836,F Severely Dry,#FF0000FF
Diapaga,1992_09_01,n002,55.2238805970149,F Severely Dry,#FF0000FF
Tansarga,1992_09_01,n002,41.1764705882353,F Severely Dry,#FF0000FF
Bottou,1992_09_01,n002,26.2295081967213,F Severely Dry,#FF0000FF
Parc W,1992_09_01,n002,31.9444444444444,F Severely Dry,#FF0000FF
Tamou,1992_09_01,n002,42.4242424242424,F Severely Dry,#FF0000FF
Kirtachi,1992_09_01,n002,24.3243243243243,F Severely Dry,#FF0000FF
Falmey,1992_09_01,n002,15,F Severely Dry,#FF0000FF
Karimama,1992_09_01,n002,42.8571428571429,F Severely Dry,#FF0000FF
Kouandé,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_10_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_11_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1992_12_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1993_01_01,n002,1.5748031496063,F Severely Dry,#FF0000FF
Banikoara,1993_01_01,n002,2.05479452054794,F Severely Dry,#FF0000FF
Diapaga,1993_01_01,n002,1.49253731343284,F Severely Dry,#FF0000FF
Tansarga,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1993_01_01,n002,1.63934426229508,F Severely Dry,#FF0000FF
Parc W,1993_01_01,n002,1.38888888888889,F Severely Dry,#FF0000FF
Tamou,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1993_01_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1993_02_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1993_02_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1993_02_01,n002,3.1496062992126,F Severely Dry,#FF0000FF
Banikoara,1993_02_01,n002,3.42465753424658,F Severely Dry,#FF0000FF
Diapaga,1993_02_01,n002,8.95522388059701,F Severely Dry,#FF0000FF
Tansarga,1993_02_01,n002,5.88235294117647,F Severely Dry,#FF0000FF
Bottou,1993_02_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1993_02_01,n002,9.72222222222222,F Severely Dry,#FF0000FF
Tamou,1993_02_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1993_02_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1993_02_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1993_02_01,n002,1.53061224489796,F Severely Dry,#FF0000FF
Kouandé,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1993_03_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1993_04_01,n002,40.1574803149606,F Severely Dry,#FF0000FF
Banikoara,1993_04_01,n002,28.7671232876712,F Severely Dry,#FF0000FF
Diapaga,1993_04_01,n002,5.97014925373134,F Severely Dry,#FF0000FF
Tansarga,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1993_04_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1993_05_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1993_05_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1993_05_01,n002,0.78740157480315,F Severely Dry,#FF0000FF
Banikoara,1993_05_01,n002,4.10958904109589,F Severely Dry,#FF0000FF
Diapaga,1993_05_01,n002,41.7910447761194,F Severely Dry,#FF0000FF
Tansarga,1993_05_01,n002,41.1764705882353,F Severely Dry,#FF0000FF
Bottou,1993_05_01,n002,72.1311475409836,F Severely Dry,#FF0000FF
Parc W,1993_05_01,n002,51.3888888888889,F Severely Dry,#FF0000FF
Tamou,1993_05_01,n002,79.7979797979798,F Severely Dry,#FF0000FF
Kirtachi,1993_05_01,n002,62.1621621621622,F Severely Dry,#FF0000FF
Falmey,1993_05_01,n002,25,F Severely Dry,#FF0000FF
Karimama,1993_05_01,n002,21.9387755102041,F Severely Dry,#FF0000FF
Kouandé,1993_06_01,n002,8.41121495327103,F Severely Dry,#FF0000FF
Péhunco,1993_06_01,n002,4.28571428571429,F Severely Dry,#FF0000FF
Kérou,1993_06_01,n002,3.1496062992126,F Severely Dry,#FF0000FF
Banikoara,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Tansarga,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Bottou,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Parc W,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Tamou,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Kirtachi,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Falmey,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Karimama,1993_06_01,n002,0,F Severely Dry,#FF0000FF
Kouandé,1993_07_01,n002,0,F Severely Dry,#FF0000FF
Péhunco,1993_07_01,n002,0,F Severely Dry,#FF0000FF
Kérou,1993_07_01,n002,0,F Severely Dry,#FF0000FF
Banikoara,1993_07_01,n002,0,F Severely Dry,#FF0000FF
Diapaga,1993_07_01,n002,0,F Severely Dry,#FF0000FF
