toponym,date,category_id,area_percentage,category,color
Tansarga,1994_07_01,n005,47.0588235294118,C Moderately Wet,#B4C7E7FF
Bottou,1994_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1994_07_01,n005,26.3888888888889,C Moderately Wet,#B4C7E7FF
Tamou,1994_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1994_07_01,n005,29.7297297297297,C Moderately Wet,#B4C7E7FF
Falmey,1994_07_01,n005,22.5,C Moderately Wet,#B4C7E7FF
Karimama,1994_07_01,n005,22.9591836734694,C Moderately Wet,#B4C7E7FF
Kouandé,1994_08_01,n005,13.0841121495327,C Moderately Wet,#B4C7E7FF
Péhunco,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1994_08_01,n005,25.1968503937008,C Moderately Wet,#B4C7E7FF
Banikoara,1994_08_01,n005,6.16438356164384,C Moderately Wet,#B4C7E7FF
Diapaga,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1994_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1994_08_01,n005,2.04081632653061,C Moderately Wet,#B4C7E7FF
Kouandé,1994_09_01,n005,25.2336448598131,C Moderately Wet,#B4C7E7FF
Péhunco,1994_09_01,n005,17.1428571428571,C Moderately Wet,#B4C7E7FF
Kérou,1994_09_01,n005,18.1102362204724,C Moderately Wet,#B4C7E7FF
Banikoara,1994_09_01,n005,23.972602739726,C Moderately Wet,#B4C7E7FF
Diapaga,1994_09_01,n005,29.1044776119403,C Moderately Wet,#B4C7E7FF
Tansarga,1994_09_01,n005,29.4117647058824,C Moderately Wet,#B4C7E7FF
Bottou,1994_09_01,n005,1.63934426229508,C Moderately Wet,#B4C7E7FF
Parc W,1994_09_01,n005,43.0555555555556,C Moderately Wet,#B4C7E7FF
Tamou,1994_09_01,n005,32.3232323232323,C Moderately Wet,#B4C7E7FF
Kirtachi,1994_09_01,n005,5.40540540540541,C Moderately Wet,#B4C7E7FF
Falmey,1994_09_01,n005,17.5,C Moderately Wet,#B4C7E7FF
Karimama,1994_09_01,n005,21.4285714285714,C Moderately Wet,#B4C7E7FF
Kouandé,1994_10_01,n005,12.1495327102804,C Moderately Wet,#B4C7E7FF
Péhunco,1994_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1994_10_01,n005,14.1732283464567,C Moderately Wet,#B4C7E7FF
Banikoara,1994_10_01,n005,3.42465753424658,C Moderately Wet,#B4C7E7FF
Diapaga,1994_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1994_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1994_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1994_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1994_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1994_10_01,n005,13.5135135135135,C Moderately Wet,#B4C7E7FF
Falmey,1994_10_01,n005,22.5,C Moderately Wet,#B4C7E7FF
Karimama,1994_10_01,n005,21.9387755102041,C Moderately Wet,#B4C7E7FF
Kouandé,1994_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1994_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1994_11_01,n005,7.8740157480315,C Moderately Wet,#B4C7E7FF
Banikoara,1994_11_01,n005,25.3424657534247,C Moderately Wet,#B4C7E7FF
Diapaga,1994_11_01,n005,32.089552238806,C Moderately Wet,#B4C7E7FF
Tansarga,1994_11_01,n005,47.0588235294118,C Moderately Wet,#B4C7E7FF
Bottou,1994_11_01,n005,4.91803278688525,C Moderately Wet,#B4C7E7FF
Parc W,1994_11_01,n005,16.6666666666667,C Moderately Wet,#B4C7E7FF
Tamou,1994_11_01,n005,29.2929292929293,C Moderately Wet,#B4C7E7FF
Kirtachi,1994_11_01,n005,13.5135135135135,C Moderately Wet,#B4C7E7FF
Falmey,1994_11_01,n005,22.5,C Moderately Wet,#B4C7E7FF
Karimama,1994_11_01,n005,30.6122448979592,C Moderately Wet,#B4C7E7FF
Kouandé,1994_12_01,n005,0.934579439252336,C Moderately Wet,#B4C7E7FF
Péhunco,1994_12_01,n005,14.2857142857143,C Moderately Wet,#B4C7E7FF
Kérou,1994_12_01,n005,14.1732283464567,C Moderately Wet,#B4C7E7FF
Banikoara,1994_12_01,n005,21.9178082191781,C Moderately Wet,#B4C7E7FF
Diapaga,1994_12_01,n005,2.98507462686567,C Moderately Wet,#B4C7E7FF
Tansarga,1994_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1994_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1994_12_01,n005,6.94444444444444,C Moderately Wet,#B4C7E7FF
Tamou,1994_12_01,n005,5.05050505050505,C Moderately Wet,#B4C7E7FF
Kirtachi,1994_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1994_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1994_12_01,n005,8.16326530612245,C Moderately Wet,#B4C7E7FF
Kouandé,1995_01_01,n005,1.86915887850467,C Moderately Wet,#B4C7E7FF
Péhunco,1995_01_01,n005,40,C Moderately Wet,#B4C7E7FF
Kérou,1995_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1995_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_01_01,n005,0.746268656716418,C Moderately Wet,#B4C7E7FF
Tansarga,1995_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_01_01,n005,1.38888888888889,C Moderately Wet,#B4C7E7FF
Tamou,1995_01_01,n005,2.02020202020202,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_01_01,n005,8.10810810810811,C Moderately Wet,#B4C7E7FF
Falmey,1995_01_01,n005,2.5,C Moderately Wet,#B4C7E7FF
Karimama,1995_01_01,n005,6.18556701030928,C Moderately Wet,#B4C7E7FF
Kouandé,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_02_01,n005,4.91803278688525,C Moderately Wet,#B4C7E7FF
Parc W,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_02_01,n005,3.03030303030303,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_03_01,n005,1.49253731343284,C Moderately Wet,#B4C7E7FF
Tansarga,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_04_01,n005,2.80373831775701,C Moderately Wet,#B4C7E7FF
Péhunco,1995_04_01,n005,2.85714285714286,C Moderately Wet,#B4C7E7FF
Kérou,1995_04_01,n005,31.496062992126,C Moderately Wet,#B4C7E7FF
Banikoara,1995_04_01,n005,30.8219178082192,C Moderately Wet,#B4C7E7FF
Diapaga,1995_04_01,n005,0.746268656716418,C Moderately Wet,#B4C7E7FF
Tansarga,1995_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_04_01,n005,10.2040816326531,C Moderately Wet,#B4C7E7FF
Kouandé,1995_05_01,n005,41.1214953271028,C Moderately Wet,#B4C7E7FF
Péhunco,1995_05_01,n005,54.2857142857143,C Moderately Wet,#B4C7E7FF
Kérou,1995_05_01,n005,6.2992125984252,C Moderately Wet,#B4C7E7FF
Banikoara,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_06_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_07_01,n005,23.3644859813084,C Moderately Wet,#B4C7E7FF
Péhunco,1995_07_01,n005,30,C Moderately Wet,#B4C7E7FF
Kérou,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_08_01,n005,28.0373831775701,C Moderately Wet,#B4C7E7FF
Péhunco,1995_08_01,n005,25.7142857142857,C Moderately Wet,#B4C7E7FF
Kérou,1995_08_01,n005,35.4330708661417,C Moderately Wet,#B4C7E7FF
Banikoara,1995_08_01,n005,39.041095890411,C Moderately Wet,#B4C7E7FF
Diapaga,1995_08_01,n005,26.865671641791,C Moderately Wet,#B4C7E7FF
Tansarga,1995_08_01,n005,41.1764705882353,C Moderately Wet,#B4C7E7FF
Bottou,1995_08_01,n005,6.55737704918033,C Moderately Wet,#B4C7E7FF
Parc W,1995_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_08_01,n005,14.1414141414141,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_08_01,n005,19.3877551020408,C Moderately Wet,#B4C7E7FF
Kouandé,1995_09_01,n005,14.018691588785,C Moderately Wet,#B4C7E7FF
Péhunco,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1995_09_01,n005,1.5748031496063,C Moderately Wet,#B4C7E7FF
Banikoara,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1995_10_01,n005,2.85714285714286,C Moderately Wet,#B4C7E7FF
Kérou,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1995_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1995_11_01,n005,65.4205607476635,C Moderately Wet,#B4C7E7FF
Péhunco,1995_11_01,n005,55.7142857142857,C Moderately Wet,#B4C7E7FF
Kérou,1995_11_01,n005,50.3937007874016,C Moderately Wet,#B4C7E7FF
Banikoara,1995_11_01,n005,33.5616438356164,C Moderately Wet,#B4C7E7FF
Diapaga,1995_11_01,n005,30.5970149253731,C Moderately Wet,#B4C7E7FF
Tansarga,1995_11_01,n005,47.0588235294118,C Moderately Wet,#B4C7E7FF
Bottou,1995_11_01,n005,11.4754098360656,C Moderately Wet,#B4C7E7FF
Parc W,1995_11_01,n005,11.1111111111111,C Moderately Wet,#B4C7E7FF
Tamou,1995_11_01,n005,3.03030303030303,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1995_11_01,n005,17.5,C Moderately Wet,#B4C7E7FF
Karimama,1995_11_01,n005,41.8367346938776,C Moderately Wet,#B4C7E7FF
Kouandé,1995_12_01,n005,8.41121495327103,C Moderately Wet,#B4C7E7FF
Péhunco,1995_12_01,n005,15.7142857142857,C Moderately Wet,#B4C7E7FF
Kérou,1995_12_01,n005,0.78740157480315,C Moderately Wet,#B4C7E7FF
Banikoara,1995_12_01,n005,2.05479452054794,C Moderately Wet,#B4C7E7FF
Diapaga,1995_12_01,n005,2.23880597014925,C Moderately Wet,#B4C7E7FF
Tansarga,1995_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1995_12_01,n005,3.27868852459016,C Moderately Wet,#B4C7E7FF
Parc W,1995_12_01,n005,22.2222222222222,C Moderately Wet,#B4C7E7FF
Tamou,1995_12_01,n005,31.3131313131313,C Moderately Wet,#B4C7E7FF
Kirtachi,1995_12_01,n005,10.8108108108108,C Moderately Wet,#B4C7E7FF
Falmey,1995_12_01,n005,15,C Moderately Wet,#B4C7E7FF
Karimama,1995_12_01,n005,1.02040816326531,C Moderately Wet,#B4C7E7FF
Kouandé,1996_01_01,n005,11.214953271028,C Moderately Wet,#B4C7E7FF
Péhunco,1996_01_01,n005,35.7142857142857,C Moderately Wet,#B4C7E7FF
Kérou,1996_01_01,n005,5.51181102362205,C Moderately Wet,#B4C7E7FF
Banikoara,1996_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_01_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_01_01,n005,1.38888888888889,C Moderately Wet,#B4C7E7FF
Tamou,1996_01_01,n005,2.02020202020202,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_01_01,n005,8.10810810810811,C Moderately Wet,#B4C7E7FF
Falmey,1996_01_01,n005,2.5,C Moderately Wet,#B4C7E7FF
Karimama,1996_01_01,n005,0.515463917525773,C Moderately Wet,#B4C7E7FF
Kouandé,1996_02_01,n005,4.67289719626168,C Moderately Wet,#B4C7E7FF
Péhunco,1996_02_01,n005,1.42857142857143,C Moderately Wet,#B4C7E7FF
Kérou,1996_02_01,n005,9.44881889763779,C Moderately Wet,#B4C7E7FF
Banikoara,1996_02_01,n005,6.16438356164384,C Moderately Wet,#B4C7E7FF
Diapaga,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_02_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_02_01,n005,3.57142857142857,C Moderately Wet,#B4C7E7FF
Kouandé,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_03_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1996_04_01,n005,49.5327102803738,C Moderately Wet,#B4C7E7FF
Péhunco,1996_04_01,n005,47.1428571428571,C Moderately Wet,#B4C7E7FF
Kérou,1996_04_01,n005,1.5748031496063,C Moderately Wet,#B4C7E7FF
Banikoara,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_04_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1996_05_01,n005,3.73831775700935,C Moderately Wet,#B4C7E7FF
Péhunco,1996_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1996_05_01,n005,48.8188976377953,C Moderately Wet,#B4C7E7FF
Banikoara,1996_05_01,n005,61.6438356164384,C Moderately Wet,#B4C7E7FF
Diapaga,1996_05_01,n005,20.1492537313433,C Moderately Wet,#B4C7E7FF
Tansarga,1996_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_05_01,n005,12.5,C Moderately Wet,#B4C7E7FF
Tamou,1996_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_05_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_05_01,n005,37.7551020408163,C Moderately Wet,#B4C7E7FF
Kouandé,1996_06_01,n005,58.8785046728972,C Moderately Wet,#B4C7E7FF
Péhunco,1996_06_01,n005,47.1428571428571,C Moderately Wet,#B4C7E7FF
Kérou,1996_06_01,n005,35.4330708661417,C Moderately Wet,#B4C7E7FF
Banikoara,1996_06_01,n005,39.041095890411,C Moderately Wet,#B4C7E7FF
Diapaga,1996_06_01,n005,14.9253731343284,C Moderately Wet,#B4C7E7FF
Tansarga,1996_06_01,n005,23.5294117647059,C Moderately Wet,#B4C7E7FF
Bottou,1996_06_01,n005,68.8524590163934,C Moderately Wet,#B4C7E7FF
Parc W,1996_06_01,n005,11.1111111111111,C Moderately Wet,#B4C7E7FF
Tamou,1996_06_01,n005,33.3333333333333,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_06_01,n005,10.8108108108108,C Moderately Wet,#B4C7E7FF
Falmey,1996_06_01,n005,62.5,C Moderately Wet,#B4C7E7FF
Karimama,1996_06_01,n005,20.4081632653061,C Moderately Wet,#B4C7E7FF
Kouandé,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_07_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1996_08_01,n005,13.0841121495327,C Moderately Wet,#B4C7E7FF
Péhunco,1996_08_01,n005,15.7142857142857,C Moderately Wet,#B4C7E7FF
Kérou,1996_08_01,n005,33.0708661417323,C Moderately Wet,#B4C7E7FF
Banikoara,1996_08_01,n005,43.8356164383562,C Moderately Wet,#B4C7E7FF
Diapaga,1996_08_01,n005,53.7313432835821,C Moderately Wet,#B4C7E7FF
Tansarga,1996_08_01,n005,70.5882352941177,C Moderately Wet,#B4C7E7FF
Bottou,1996_08_01,n005,70.4918032786885,C Moderately Wet,#B4C7E7FF
Parc W,1996_08_01,n005,37.5,C Moderately Wet,#B4C7E7FF
Tamou,1996_08_01,n005,69.6969696969697,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_08_01,n005,27.027027027027,C Moderately Wet,#B4C7E7FF
Falmey,1996_08_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_08_01,n005,14.2857142857143,C Moderately Wet,#B4C7E7FF
Kouandé,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_09_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_09_01,n005,4.59183673469388,C Moderately Wet,#B4C7E7FF
Kouandé,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1996_10_01,n005,4.28571428571429,C Moderately Wet,#B4C7E7FF
Kérou,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_10_01,n005,2.02020202020202,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_10_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Tansarga,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_11_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Péhunco,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Kérou,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Banikoara,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Diapaga,1996_12_01,n005,0.746268656716418,C Moderately Wet,#B4C7E7FF
Tansarga,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Bottou,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Parc W,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Tamou,1996_12_01,n005,2.02020202020202,C Moderately Wet,#B4C7E7FF
Kirtachi,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Falmey,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Karimama,1996_12_01,n005,0,C Moderately Wet,#B4C7E7FF
Kouandé,1997_01_01,n005,26.1682242990654,C Moderately Wet,#B4C7E7FF
Péhunco,1997_01_01,n005,94.2857142857143,C Moderately Wet,#B4C7E7FF
Kérou,1997_01_01,n005,17.3228346456693,C Moderately Wet,#B4C7E7FF
